,TWEETS
3900, Today was a good Day!
3901," today was great. For not including  my other favourite, scott. hurray for windy days at the beach and mexican food wit teh bestie!"
3903, last English lesson today. I bet no ones going to turn up except for me -_-
3904,- last minute 3-hour session in the studio...just got done. tired.
3917, life iS Good
3918, Life is life.......i am having my time of my life.... !
3926, love you lex
3927,Love your crockpot? &quot;One Week of Easy Crock-Pot Desserts - Associated Content&quot; ( http://tinyurl.com/m4gnor )
3928,- loved the first Late Night with Conan!! 
3930, lub you too baby!
3931, lucky beggar you are @warothe
3950," TOO HOT!! I WANT RAIN!!!! and everyone complains when it rains, and now everyone complains coz it sunny!!"
3954,"- toothache subsiding, thank god for extra strength painkillers "
3956, touchin the starss
3961, Twitter for Google Desktop. So I don't have to tweet in a window. 
3963, twitter is working on my iPhone again
3974, u'll see the truth !
3977, very happy about the weekend.
3981, wakin up exactly where i wanna be...
3983, walang kachat naghihintay mag online ang kachat
3989,- was wondering whats nearby and cultured that I could do. The remembered the Tower Of London is on my street 
3993, me like my new picture
3995, ME TOO! ugh 
3998, might be joining a BAND!!
4002, miley your awesome!
4014, moday is the last day of skool!! only a half day  
4017, moncton this week sometime .. hope so  gonna see my hunny
4018, monday monday
4022, Mothers Day
4026,Music.. &lt;3 haha! I need to get ready to walk to the grocery store (a mile away) OH! and clean my house. BBL to do more FF stuff!
4039, watching Pushing Daisies from last night love the quirkieness of it and Lee Pace is lush 
4042, we just got done role playing
4045, well i'm going again in early july minus my mother. get jaime to drive ya'll up here
4047, well my might just got made
4057, what a great night!
4058,- What a wonderful way to waste a day  Watching both the Harold and Kumar movies 
4059, what coursework are you doing?
4069, whats good tonight!! lets make it gooooood! holler
4070, what's that about?
4073, when i come around :  )
4079, my birthday is in two days!.
4080, my birthday is on Monday 
4098," my Followers , i Change my mind about movie Star   i think i will playin Guitar"
4104, my hair extensions are fucking sexy as hell!  Thanks for the support today Marissa i love you!
4114,My IPod Touch 2G is jailbroken
4122, my mood. Fantastic 
4123,my new best friend &lt;3
4124,- my new sleek coffee maker is on the way to find me! 
4128, whooo time to kill some zombies
4153, wish you were here! Yea you!!
4159, wishing on a star
4160, WitH kAtIE!
4161,- With my boys! &lt;3
4169,Woo! Can't wait to watch 'Transformers 2: Revenge Of The Fallen'!
4174, working and enjoying
4180," wow!!!soooo soooooo glad you visited here in the philippines!!! your awesome!!,.,...,..you made Filipinos happy,...like me!!"
4182,wrote another song!! yeah!! third one this week! I'm rockin and rollin it! haha...lolz... &lt;3
4187, YA Kim come home today! My life is back in order!
4188, yay for summer!!! Its officially summer when there are a lot of teenagers in the pool!! Lol
4189, yay Queen is here!
4191, yeah i really miss my bus kids so much. They mean so much to me especially the Jaimes family
4193, yeps! )) that was amazing! xD finally something away from my house! Haha. @myhaloromance
4195, yesterday was great! hahaha
4196,- Yet another 6am studio finish...but great results
4197, yey to night IÂ´ll see Wolverine with a friend *dancing*
4198, you always show up at the right time. #istillbelieve  --------------------------------------... Read more at http://bit.ly/nMjHV
4199, you are amazing bby.
4200, you guyss are amazing
4202, your welcome
4204,- you're welcome  http://aweber.com/b/22u8Z
4205, Youtubee!
4207, yup yup life is goooooood again... finally.....i guess the saying is true sometimes to take one step forward you do have to take two back
4208, Yx is ok. Evn thy saw an acdnt. She is ok. Good to hear frm her.
4209, Zelda game artwork I seriously hope Link is really older than ever before sure looks it.
4210,! @ecstaticist  My 1st ambition as a little girl was to become an astronomer. Sometimes I wonder if it's not too late ...
4211,! am off to eat swiss food! shall be fun   good to spend a night with the boys &gt;&lt; /out
4213,! RB  @verawooten: &quot;@ladypn: &quot;Its a Brand New Day already! Time to leave the dance party!   &quot;&quot; GooD Morning ? http://blip.fm/~7b9sk
4229, my uncles here yay
4230," My vector problems have vanished! I'm looking forward to my Maths exams now, provided I don't do silly mistakes."
4239, Need to be next to you Tucking u in and saying goodnight Smiles xxooxox
4243,New follower! Thx 2 u!!!! Ye 4 day weekend started friday last day 2mozz. Nothing 2day computer
4247, niice day&lt;  ?
4255, no finals today!  Three more days til I'm a senior 
4257, no Insomnia tonight!! yey!!
4270,!!!!! I just saw the FUSE commercial for DMB playing at Beacon Theatre!!  made me super excited!
4271,!!!!!!! i love exclamation points 
4274,!!!@ShiaoMei: &quot;@pinkpolkadots @djsurfer ...  Stelly Dan!!  &quot; â™« http://blip.fm/~7tknp
4276,!/4 mile drag race video from inside my GTO. Lot's of fun for my daily driver.  http://tinyurl.com/nyye5x Try viewing full screen.
4277,!@bkdodgr  We'll always have Paris 
4278,"!@fryed If I were to perform an interpretive dance of Twitter, that would be it. "
4279,!@kwwheeler  Twitter: How to live vicariously in 140 characters or less
4280,"!@MattieJ Yoopers spell it C eh N eh D eh, eh? "
4281,!@monettenom Perfect!  Thank you! http://twitpipe.com/
4282,!freebsd jails-ing make me rockers 
4286, Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..
4287,""" I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are..."
4288,Mission Impossible 3  was awesome and if you didn't see it because of some problem you have with Tom Cruise then stop pretending as though you actually like moives.
4290, The Da Vinci Code  is awesome though.
4293,# 1 perk when working for the PGA: free tickets to one of the most famous golf tournaments in the world
4297,# state of origin: go queensland!! 
4298,##Followfriday @AstrologyLesson for esoteric secrets of astrology and informative astrology lessons 
4301,#^%^%#&amp;%!@!! sharepoint 
4303,#1 Birthday Wish: For Pat Lam to tell me Happy Birthday  Happy Birthday to Freak
4304,#1 Google search result for &quot;want to see something gross&quot; is my blog... couldn't be prouder!
4327, not really sure what to do.
4329, nothing but ready...
4331, nothing like a good test of willpower!
4332, nothing to say
4334, now i can focus on hw!!!
4335, now I'm really leaving... horray for KIDS!
4336, now its FREE! Somehow?
4339, Nugget bit Jack. I told him not to poke the poor hamster!
4341, Ø®ÙˆØ¯Ù…Ùˆ Ø²ÛŒØ§Ø¯ Ø§Ø°ÛŒØª Ù†Ú©Ø±Ø¯Ù…. Ø®ÛŒÙ„ÛŒ Ø³Ø§Ø¯Ù‡ Ø¨Ù‡ Ø§Ø³ØªØ§Ø¯ Ú¯Ù?ØªÙ… Ú†Ù‡ ØºÙ„Ø·ÛŒ Ø¨Ú©Ù†Ù… Ø¢Ø®Ø± ØªØ±Ù…ÛŒØŸ :Ø¯ÛŒ History of mathematics
4343, off to California!!!! 
4345," Off work, praying I get excepted in the LU distance learning program! And hopefully I can get done SOON! I'll keep you updated!"
4349, Oh! &amp; thanks Mary for leaving the keys in the car on Saturday so me &amp; Ester could drive it around (even though you didn't know)! Hahaha.
4350, ok  good night @laurafstahl love ya
4351,"#1 most popular news story headline on Yahoo = Happiness Is ... Being Old, Male and Republican..........lol, this cracks me up"
4352,"#1 son, altho spending weekend w his girlfriend who lives 1/2way across country &amp; he hasn't seen in months, took time to call his mommie"
4353,#100miletraining trail run in progress! 4hr #sweatfest 22miles going to be glad when done this am! What are YOU doing?
4354,"#10yearsofEnema .. my first album,my favorite one!!"
4356,#30SECONDSTOMARS  #marsiscoming
4357,#30secondstomars #30secondstomars #30secondstomars #marsiscoming #marsiscoming #marsiscoming#30secondstomars #30secondstomars !
4359,#365Songs All caught up with my 365Songs...
4360,"#3breakupwords &quot; problem isn't you, it's me.. &quot; ( lie .  )"
4361,"#3breakupwords fuck you, babe"
4362,#3hotwords - fancy a 'coffee'
4363,"#3hotwords - Yes, I'm vegan"
4364,#3hotwords &quot;all cash offer&quot;
4365,#3hotwords &quot;I love life&quot; &amp; &quot;follow me please&quot;
4366,#3hotwords &quot;I love you&quot;   #3turnoffwords &quot;Eurovision Song Contest&quot;  LMFAO!!
4367,#3hotwords do it again
4368,"#3hotwords for now: I AM SLEEPY. Good night, people."
4369,#3hotwords quitate eso Mami  I'm buggin lol
4370,#3hotwords three hot words!! gosh i'm a genius
4371,#3hotwords what the hell.
4372,#3stalkerwords i cant wait
4373,#3stalkerwords I love you. --- I think this should rate pretty high
4374,"#3thingsilove bottle (not greedy) Rose, chocolate &amp; people."
4376,#3turnoffwords &quot;Better Than Weezy&quot; aint nobody better than him beitches
4380,#3turnoffwords It's too big.
4381,#3turnoffwords lick my balloons!!
4383,#3turnoffwords oops wrong hole (sorry)
4388,#3wordsaftersex U take American Express? Hey free miles
4389,#3wordsaftersex: &quot;i cant move&quot; thats when its that good good
4390,#3wordsduringsex u nasty boy  lmfao
4392,"#3wordsregardingnkotb  Jen Loves Joey.... what? to self centered? Okay, fill in YOUR name and YOUR FAV then!"
4393,#3wordsregardingnkotb The Special Sauce
4395,#aamaustin @ final panel on rising in a downturn. great group of speakers. katie tolin - who knew the Amish had a hub? too funny. 
4396,"#actofgreen Last yr finally stopped using bot. water. Water filter now (kitchen &amp; shower). No more plastic bottles &amp; better health, yay "
4397,ok great &gt; http://www.okaygreat.com/?p=1608
4398, ok I hate the postman !
4399, ok twitter world we r bacK online!!!!
4400,ok. done wiff school work. OFF 2 school. tomorrow 6.45 im already in our room. hahahaha
4403, OMG... Greatest feeling ever.  This is better than drugs.
4404, omggggg. )) LATER? practice?. tiring.
4405, omgoodness... I'm happy again. Thanks baby.
4408, on my way to get @jackosborne then to glasgow for florence + the machine
4418,"Only need to bullshit results and then I am finished maths investigation. Oh,... and 500th tweet ;D"
4419,"- Oomg..what a night! Serious..what a night!  Work in 6 hours.. :-/ Getting to bed smiling..  Goooood nite, friends!"
4420,other life experience in this Awsome SHOW! #ASOT400
4424, owen campos is so ugly omg wtf
4426, partying with the home dogs. Lmao and mark hes pretty cool. I think i love him. lmfao.
4430, pic added yay
4432,--- Playing basketball and throwing a disc around at the park.  Life is awesome ... 
4436," please do and retweet, http://bit.ly/cnxrk"
4437, please follow me...
4438," please knock him out, please Torrie, I'll pay you"
4440,- PLUS fair ground plans with 7 or more people. The more the merrier!
4448,#adiict #bollywood My and my hubbie  http://tinyurl.com/qrngck
4450,#afazenda Animal esse reality show!  hein? hein?
4451,"#ahbl have misha'd! He's awfully handome, and much more tanned than castiel! Wee bit skinny but more than enuf to hug! Is a lovely hugged "
4454,"#AlbumoftheWeek I name Sunset Rubdown's newest album, Dragonslayer, the album of the week, 'cause I frickin' love it "
4455,#alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow #alltimelow get it trending! 
